[02-18 00:51] === Binance V3 启动 ===
[02-18 00:51] 原则: 均线多头+回调企稳 | 严格止损2%
[02-18 00:51] BTCUSDT: 价格$67,394 | MA20=68,978 | MA50=68,469 | 信号: None
[03-03 07:19] BTCUSDT: 价格$69,236 | MA20=66,456 | MA50=66,255 | 信号: 做多
[03-03 07:19] ETHUSDT: 价格$2,045 | MA20=1,961 | MA50=1,951 | 信号: 做多
[03-03 07:24] BTCUSDT: 价格$69,247 | MA20=66,457 | MA50=66,255 | 信号: 做多
[03-03 07:24] ETHUSDT: 价格$2,046 | MA20=1,961 | MA50=1,951 | 信号: 做多
[03-03 07:29] BTCUSDT: 价格$69,355 | MA20=66,462 | MA50=66,257 | 信号: 做多
[03-03 07:29] ETHUSDT: 价格$2,051 | MA20=1,961 | MA50=1,951 | 信号: 做多
[03-03 07:34] BTCUSDT: 价格$69,315 | MA20=66,460 | MA50=66,256 | 信号: 做多
[03-03 07:34] ETHUSDT: 价格$2,051 | MA20=1,961 | MA50=1,951 | 信号: 做多
[03-03 07:39] BTCUSDT: 价格$69,306 | MA20=66,460 | MA50=66,256 | 信号: 做多
[03-03 07:39] ETHUSDT: 价格$2,053 | MA20=1,961 | MA50=1,951 | 信号: 做多
[03-03 07:44] BTCUSDT: 价格$69,339 | MA20=66,461 | MA50=66,257 | 信号: 做多
[03-03 07:44] ETHUSDT: 价格$2,055 | MA20=1,961 | MA50=1,951 | 信号: 做多
[03-03 07:49] BTCUSDT: 价格$69,304 | MA20=66,459 | MA50=66,256 | 信号: 做多
[03-03 07:49] ETHUSDT: 价格$2,052 | MA20=1,961 | MA50=1,951 | 信号: 做多
[03-03 07:54] BTCUSDT: 价格$69,272 | MA20=66,458 | MA50=66,255 | 信号: 做多
[03-03 07:54] ETHUSDT: 价格$2,051 | MA20=1,961 | MA50=1,951 | 信号: 做多
[03-03 07:59] BTCUSDT: 价格$69,316 | MA20=66,460 | MA50=66,256 | 信号: 做多
[03-03 07:59] ETHUSDT: 价格$2,050 | MA20=1,961 | MA50=1,951 | 信号: 做多
[03-03 08:04] BTCUSDT: 价格$69,314 | MA20=66,460 | MA50=66,256 | 信号: 做多
[03-03 08:04] ETHUSDT: 价格$2,048 | MA20=1,961 | MA50=1,951 | 信号: 做多
[03-03 08:09] BTCUSDT: 价格$69,310 | MA20=66,460 | MA50=66,256 | 信号: 做多
[03-03 08:09] ETHUSDT: 价格$2,050 | MA20=1,961 | MA50=1,951 | 信号: 做多
[03-03 08:14] BTCUSDT: 价格$69,275 | MA20=66,458 | MA50=66,256 | 信号: 做多
[03-03 08:14] ETHUSDT: 价格$2,048 | MA20=1,961 | MA50=1,951 | 信号: 做多
[03-03 08:19] BTCUSDT: 价格$69,236 | MA20=66,456 | MA50=66,255 | 信号: 做多
[03-03 08:19] ETHUSDT: 价格$2,045 | MA20=1,961 | MA50=1,951 | 信号: 做多
[03-03 08:24] BTCUSDT: 价格$69,042 | MA20=66,446 | MA50=66,251 | 信号: 做多
[03-03 08:24] ETHUSDT: 价格$2,041 | MA20=1,961 | MA50=1,951 | 信号: 做多
[03-03 08:29] BTCUSDT: 价格$69,016 | MA20=66,445 | MA50=66,250 | 信号: 做多
[03-03 08:29] ETHUSDT: 价格$2,039 | MA20=1,960 | MA50=1,951 | 信号: 做多
[03-03 08:34] BTCUSDT: 价格$68,839 | MA20=66,436 | MA50=66,247 | 信号: 做多
[03-03 08:34] ETHUSDT: 价格$2,030 | MA20=1,960 | MA50=1,950 | 信号: 做多
[03-03 08:39] BTCUSDT: 价格$68,867 | MA20=66,438 | MA50=66,247 | 信号: 做多
[03-03 08:39] ETHUSDT: 价格$2,033 | MA20=1,960 | MA50=1,951 | 信号: 做多
[03-03 08:44] BTCUSDT: 价格$68,832 | MA20=66,436 | MA50=66,247 | 信号: 做多
[03-03 08:44] ETHUSDT: 价格$2,030 | MA20=1,960 | MA50=1,950 | 信号: 做多
[03-03 08:49] BTCUSDT: 价格$68,913 | MA20=66,440 | MA50=66,248 | 信号: 做多
[03-03 08:49] ETHUSDT: 价格$2,030 | MA20=1,960 | MA50=1,950 | 信号: 做多
[03-03 08:54] BTCUSDT: 价格$68,846 | MA20=66,437 | MA50=66,247 | 信号: 做多
[03-03 08:54] ETHUSDT: 价格$2,029 | MA20=1,960 | MA50=1,950 | 信号: 做多
[03-03 08:59] BTCUSDT: 价格$68,774 | MA20=66,433 | MA50=66,246 | 信号: 做多
[03-03 08:59] ETHUSDT: 价格$2,026 | MA20=1,960 | MA50=1,950 | 信号: 做多
[03-03 09:04] BTCUSDT: 价格$68,953 | MA20=66,614 | MA50=66,277 | 信号: 做多
[03-03 09:04] ETHUSDT: 价格$2,032 | MA20=1,965 | MA50=1,952 | 信号: 做多
[03-03 09:09] BTCUSDT: 价格$68,893 | MA20=66,611 | MA50=66,276 | 信号: 做多
[03-03 09:09] ETHUSDT: 价格$2,030 | MA20=1,965 | MA50=1,952 | 信号: 做多
[03-03 09:14] BTCUSDT: 价格$68,788 | MA20=66,606 | MA50=66,274 | 信号: 做多
[03-03 09:14] ETHUSDT: 价格$2,026 | MA20=1,965 | MA50=1,952 | 信号: 做多
[03-03 09:19] BTCUSDT: 价格$68,775 | MA20=66,605 | MA50=66,274 | 信号: 做多
[03-03 09:19] ETHUSDT: 价格$2,027 | MA20=1,965 | MA50=1,952 | 信号: 做多
[03-03 09:24] BTCUSDT: 价格$68,718 | MA20=66,602 | MA50=66,272 | 信号: 做多
[03-03 09:24] ETHUSDT: 价格$2,024 | MA20=1,965 | MA50=1,952 | 信号: 做多
[03-03 09:29] BTCUSDT: 价格$68,774 | MA20=66,605 | MA50=66,274 | 信号: 做多
[03-03 09:29] ETHUSDT: 价格$2,027 | MA20=1,965 | MA50=1,952 | 信号: 做多
[03-03 09:34] BTCUSDT: 价格$68,974 | MA20=66,615 | MA50=66,278 | 信号: 做多
[03-03 09:34] ETHUSDT: 价格$2,034 | MA20=1,965 | MA50=1,952 | 信号: 做多
[03-03 09:39] BTCUSDT: 价格$69,092 | MA20=66,621 | MA50=66,280 | 信号: 做多
[03-03 09:39] ETHUSDT: 价格$2,037 | MA20=1,966 | MA50=1,952 | 信号: 做多
[03-03 09:44] BTCUSDT: 价格$69,134 | MA20=66,623 | MA50=66,281 | 信号: 做多
[03-03 09:44] ETHUSDT: 价格$2,037 | MA20=1,966 | MA50=1,952 | 信号: 做多
[03-03 09:49] BTCUSDT: 价格$68,936 | MA20=66,613 | MA50=66,277 | 信号: 做多
[03-03 09:49] ETHUSDT: 价格$2,027 | MA20=1,965 | MA50=1,952 | 信号: 做多
[03-03 09:54] BTCUSDT: 价格$68,962 | MA20=66,614 | MA50=66,277 | 信号: 做多
[03-03 09:54] ETHUSDT: 价格$2,030 | MA20=1,965 | MA50=1,952 | 信号: 做多
[03-03 09:59] BTCUSDT: 价格$69,071 | MA20=66,620 | MA50=66,280 | 信号: 做多
[03-03 09:59] ETHUSDT: 价格$2,034 | MA20=1,965 | MA50=1,952 | 信号: 做多
[03-03 10:04] BTCUSDT: 价格$69,028 | MA20=66,618 | MA50=66,279 | 信号: 做多
[03-03 10:04] ETHUSDT: 价格$2,033 | MA20=1,965 | MA50=1,952 | 信号: 做多
[03-03 10:09] BTCUSDT: 价格$69,052 | MA20=66,619 | MA50=66,279 | 信号: 做多
[03-03 10:09] ETHUSDT: 价格$2,034 | MA20=1,966 | MA50=1,952 | 信号: 做多
[03-03 10:14] BTCUSDT: 价格$69,149 | MA20=66,624 | MA50=66,281 | 信号: 做多
[03-03 10:14] ETHUSDT: 价格$2,038 | MA20=1,966 | MA50=1,952 | 信号: 做多
[03-03 10:19] BTCUSDT: 价格$68,932 | MA20=66,613 | MA50=66,277 | 信号: 做多
[03-03 10:19] ETHUSDT: 价格$2,033 | MA20=1,965 | MA50=1,952 | 信号: 做多
[03-03 10:24] BTCUSDT: 价格$69,003 | MA20=66,616 | MA50=66,278 | 信号: 做多
[03-03 10:24] ETHUSDT: 价格$2,036 | MA20=1,966 | MA50=1,952 | 信号: 做多
[03-03 10:29] BTCUSDT: 价格$68,912 | MA20=66,612 | MA50=66,276 | 信号: 做多
[03-03 10:29] ETHUSDT: 价格$2,030 | MA20=1,965 | MA50=1,952 | 信号: 做多
[03-03 10:34] BTCUSDT: 价格$69,060 | MA20=66,619 | MA50=66,279 | 信号: 做多
[03-03 10:34] ETHUSDT: 价格$2,034 | MA20=1,965 | MA50=1,952 | 信号: 做多
[03-03 10:39] BTCUSDT: 价格$68,967 | MA20=66,614 | MA50=66,277 | 信号: 做多
[03-03 10:39] ETHUSDT: 价格$2,029 | MA20=1,965 | MA50=1,952 | 信号: 做多
[03-03 10:44] BTCUSDT: 价格$69,050 | MA20=66,619 | MA50=66,279 | 信号: 做多
[03-03 10:44] ETHUSDT: 价格$2,032 | MA20=1,965 | MA50=1,952 | 信号: 做多
[03-03 10:49] BTCUSDT: 价格$68,963 | MA20=66,614 | MA50=66,277 | 信号: 做多
[03-03 10:49] ETHUSDT: 价格$2,030 | MA20=1,965 | MA50=1,952 | 信号: 做多
[03-03 10:54] BTCUSDT: 价格$68,912 | MA20=66,612 | MA50=66,276 | 信号: 做多
[03-03 10:54] ETHUSDT: 价格$2,027 | MA20=1,965 | MA50=1,952 | 信号: 做多
[03-03 10:59] BTCUSDT: 价格$68,792 | MA20=66,606 | MA50=66,274 | 信号: 做多
[03-03 10:59] ETHUSDT: 价格$2,021 | MA20=1,965 | MA50=1,952 | 信号: 做多
[03-03 11:04] BTCUSDT: 价格$68,516 | MA20=66,592 | MA50=66,268 | 信号: 做多
[03-03 11:04] ETHUSDT: 价格$2,009 | MA20=1,964 | MA50=1,952 | 信号: 做多
[03-03 11:09] BTCUSDT: 价格$68,698 | MA20=66,601 | MA50=66,272 | 信号: 做多
[03-03 11:09] ETHUSDT: 价格$2,015 | MA20=1,965 | MA50=1,952 | 信号: 做多
[03-03 11:14] BTCUSDT: 价格$68,653 | MA20=66,599 | MA50=66,271 | 信号: 做多
[03-03 11:14] ETHUSDT: 价格$2,011 | MA20=1,964 | MA50=1,952 | 信号: 做多
[03-03 11:19] BTCUSDT: 价格$68,485 | MA20=66,590 | MA50=66,268 | 信号: 做多
[03-03 11:19] ETHUSDT: 价格$2,005 | MA20=1,964 | MA50=1,952 | 信号: 做多
[03-03 11:24] BTCUSDT: 价格$68,396 | MA20=66,586 | MA50=66,266 | 信号: 做多
[03-03 11:24] ETHUSDT: 价格$2,008 | MA20=1,964 | MA50=1,952 | 信号: 做多
[03-03 11:29] BTCUSDT: 价格$68,432 | MA20=66,588 | MA50=66,267 | 信号: 做多
[03-03 11:29] ETHUSDT: 价格$2,012 | MA20=1,964 | MA50=1,952 | 信号: 做多
[03-03 11:34] BTCUSDT: 价格$68,500 | MA20=66,591 | MA50=66,268 | 信号: 做多
[03-03 11:34] ETHUSDT: 价格$2,015 | MA20=1,965 | MA50=1,952 | 信号: 做多
[03-03 11:39] BTCUSDT: 价格$68,417 | MA20=66,587 | MA50=66,266 | 信号: 做多
[03-03 11:39] ETHUSDT: 价格$2,013 | MA20=1,964 | MA50=1,952 | 信号: 做多
[03-03 11:44] BTCUSDT: 价格$68,444 | MA20=66,588 | MA50=66,267 | 信号: 做多
[03-03 11:44] ETHUSDT: 价格$2,014 | MA20=1,964 | MA50=1,952 | 信号: 做多
[03-03 11:49] BTCUSDT: 价格$68,625 | MA20=66,597 | MA50=66,271 | 信号: 做多
[03-03 11:49] ETHUSDT: 价格$2,021 | MA20=1,965 | MA50=1,952 | 信号: 做多
[03-03 11:54] BTCUSDT: 价格$68,492 | MA20=66,591 | MA50=66,268 | 信号: 做多
[03-03 11:54] ETHUSDT: 价格$2,015 | MA20=1,965 | MA50=1,952 | 信号: 做多
[03-03 11:59] BTCUSDT: 价格$68,558 | MA20=66,594 | MA50=66,269 | 信号: 做多
[03-03 11:59] ETHUSDT: 价格$2,016 | MA20=1,965 | MA50=1,952 | 信号: 做多
[03-03 12:04] BTCUSDT: 价格$68,399 | MA20=66,586 | MA50=66,266 | 信号: 做多
[03-03 12:04] ETHUSDT: 价格$2,009 | MA20=1,964 | MA50=1,952 | 信号: 做多
[03-03 12:09] BTCUSDT: 价格$68,360 | MA20=66,584 | MA50=66,265 | 信号: 做多
[03-03 12:09] ETHUSDT: 价格$2,008 | MA20=1,964 | MA50=1,952 | 信号: 做多
[03-03 12:14] BTCUSDT: 价格$68,462 | MA20=66,589 | MA50=66,267 | 信号: 做多
[03-03 12:14] ETHUSDT: 价格$2,013 | MA20=1,964 | MA50=1,952 | 信号: 做多
[03-03 12:19] BTCUSDT: 价格$68,303 | MA20=66,581 | MA50=66,264 | 信号: 做多
[03-03 12:19] ETHUSDT: 价格$2,008 | MA20=1,964 | MA50=1,952 | 信号: 做多
[03-03 12:24] BTCUSDT: 价格$68,285 | MA20=66,580 | MA50=66,264 | 信号: 做多
[03-03 12:24] ETHUSDT: 价格$2,006 | MA20=1,964 | MA50=1,952 | 信号: 做多
[03-03 12:29] BTCUSDT: 价格$68,389 | MA20=66,586 | MA50=66,266 | 信号: 做多
[03-03 12:29] ETHUSDT: 价格$2,010 | MA20=1,964 | MA50=1,952 | 信号: 做多
[03-03 12:34] BTCUSDT: 价格$68,493 | MA20=66,591 | MA50=66,268 | 信号: 做多
[03-03 12:34] ETHUSDT: 价格$2,014 | MA20=1,964 | MA50=1,952 | 信号: 做多
[03-03 12:39] BTCUSDT: 价格$68,462 | MA20=66,589 | MA50=66,267 | 信号: 做多
[03-03 12:39] ETHUSDT: 价格$2,014 | MA20=1,964 | MA50=1,952 | 信号: 做多
[03-03 12:44] BTCUSDT: 价格$68,409 | MA20=66,587 | MA50=66,266 | 信号: 做多
[03-03 12:44] ETHUSDT: 价格$2,012 | MA20=1,964 | MA50=1,952 | 信号: 做多
[03-03 12:49] BTCUSDT: 价格$68,356 | MA20=66,584 | MA50=66,265 | 信号: 做多
[03-03 12:49] ETHUSDT: 价格$2,009 | MA20=1,964 | MA50=1,952 | 信号: 做多
[03-03 12:54] BTCUSDT: 价格$68,330 | MA20=66,583 | MA50=66,265 | 信号: 做多
[03-03 12:54] ETHUSDT: 价格$2,008 | MA20=1,964 | MA50=1,952 | 信号: 做多
[03-03 12:59] BTCUSDT: 价格$68,373 | MA20=66,585 | MA50=66,266 | 信号: 做多
[03-03 12:59] ETHUSDT: 价格$2,009 | MA20=1,964 | MA50=1,952 | 信号: 做多
[03-03 13:04] BTCUSDT: 价格$68,426 | MA20=66,713 | MA50=66,281 | 信号: 做多
[03-03 13:04] ETHUSDT: 价格$2,010 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 13:09] BTCUSDT: 价格$68,382 | MA20=66,711 | MA50=66,280 | 信号: 做多
[03-03 13:09] ETHUSDT: 价格$2,010 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 13:14] BTCUSDT: 价格$68,373 | MA20=66,710 | MA50=66,280 | 信号: 做多
[03-03 13:14] ETHUSDT: 价格$2,010 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 13:19] BTCUSDT: 价格$68,367 | MA20=66,710 | MA50=66,280 | 信号: 做多
[03-03 13:19] ETHUSDT: 价格$2,011 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 13:24] BTCUSDT: 价格$68,323 | MA20=66,708 | MA50=66,279 | 信号: 做多
[03-03 13:24] ETHUSDT: 价格$2,010 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 13:29] BTCUSDT: 价格$68,302 | MA20=66,707 | MA50=66,279 | 信号: 做多
[03-03 13:29] ETHUSDT: 价格$2,009 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 13:34] BTCUSDT: 价格$68,351 | MA20=66,709 | MA50=66,280 | 信号: 做多
[03-03 13:34] ETHUSDT: 价格$2,010 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 13:39] BTCUSDT: 价格$68,298 | MA20=66,706 | MA50=66,279 | 信号: 做多
[03-03 13:39] ETHUSDT: 价格$2,007 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 13:44] BTCUSDT: 价格$68,195 | MA20=66,701 | MA50=66,277 | 信号: 做多
[03-03 13:44] ETHUSDT: 价格$2,004 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 13:49] BTCUSDT: 价格$68,075 | MA20=66,695 | MA50=66,274 | 信号: 做多
[03-03 13:49] ETHUSDT: 价格$2,000 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 13:54] BTCUSDT: 价格$68,149 | MA20=66,699 | MA50=66,276 | 信号: 做多
[03-03 13:54] ETHUSDT: 价格$2,001 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 13:59] BTCUSDT: 价格$68,123 | MA20=66,698 | MA50=66,275 | 信号: 做多
[03-03 13:59] ETHUSDT: 价格$2,000 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 14:04] BTCUSDT: 价格$68,169 | MA20=66,700 | MA50=66,276 | 信号: 做多
[03-03 14:04] ETHUSDT: 价格$2,001 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 14:09] BTCUSDT: 价格$68,326 | MA20=66,708 | MA50=66,279 | 信号: 做多
[03-03 14:09] ETHUSDT: 价格$2,006 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 14:14] BTCUSDT: 价格$68,330 | MA20=66,708 | MA50=66,279 | 信号: 做多
[03-03 14:14] ETHUSDT: 价格$2,006 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 14:19] BTCUSDT: 价格$68,474 | MA20=66,715 | MA50=66,282 | 信号: 做多
[03-03 14:19] ETHUSDT: 价格$2,014 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 14:24] BTCUSDT: 价格$68,390 | MA20=66,711 | MA50=66,281 | 信号: 做多
[03-03 14:24] ETHUSDT: 价格$2,008 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 14:29] BTCUSDT: 价格$68,425 | MA20=66,713 | MA50=66,281 | 信号: 做多
[03-03 14:29] ETHUSDT: 价格$2,007 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 14:34] BTCUSDT: 价格$68,227 | MA20=66,703 | MA50=66,277 | 信号: 做多
[03-03 14:34] ETHUSDT: 价格$2,001 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 14:39] BTCUSDT: 价格$68,123 | MA20=66,698 | MA50=66,275 | 信号: 做多
[03-03 14:39] ETHUSDT: 价格$1,999 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 14:44] BTCUSDT: 价格$68,103 | MA20=66,697 | MA50=66,275 | 信号: 做多
[03-03 14:44] ETHUSDT: 价格$2,000 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 14:49] BTCUSDT: 价格$67,877 | MA20=66,685 | MA50=66,270 | 信号: 做多
[03-03 14:49] ETHUSDT: 价格$1,989 | MA20=1,967 | MA50=1,952 | 信号: 做多
[03-03 14:54] BTCUSDT: 价格$67,927 | MA20=66,688 | MA50=66,271 | 信号: 做多
[03-03 14:54] ETHUSDT: 价格$1,992 | MA20=1,967 | MA50=1,952 | 信号: 做多
[03-03 14:59] BTCUSDT: 价格$67,926 | MA20=66,688 | MA50=66,271 | 信号: 做多
[03-03 14:59] ETHUSDT: 价格$1,993 | MA20=1,967 | MA50=1,952 | 信号: 做多
[03-03 15:04] BTCUSDT: 价格$67,909 | MA20=66,687 | MA50=66,271 | 信号: 做多
[03-03 15:04] ETHUSDT: 价格$1,993 | MA20=1,967 | MA50=1,952 | 信号: 做多
[03-03 15:09] BTCUSDT: 价格$67,934 | MA20=66,688 | MA50=66,271 | 信号: 做多
[03-03 15:09] ETHUSDT: 价格$1,994 | MA20=1,967 | MA50=1,952 | 信号: 做多
[03-03 15:14] BTCUSDT: 价格$67,923 | MA20=66,688 | MA50=66,271 | 信号: 做多
[03-03 15:14] ETHUSDT: 价格$1,993 | MA20=1,967 | MA50=1,952 | 信号: 做多
[03-03 15:19] BTCUSDT: 价格$67,951 | MA20=66,689 | MA50=66,272 | 信号: 做多
[03-03 15:19] ETHUSDT: 价格$1,993 | MA20=1,967 | MA50=1,952 | 信号: 做多
[03-03 15:24] BTCUSDT: 价格$67,941 | MA20=66,688 | MA50=66,272 | 信号: 做多
[03-03 15:24] ETHUSDT: 价格$1,994 | MA20=1,967 | MA50=1,952 | 信号: 做多
[03-03 15:29] BTCUSDT: 价格$67,964 | MA20=66,690 | MA50=66,272 | 信号: 做多
[03-03 15:29] ETHUSDT: 价格$1,996 | MA20=1,968 | MA50=1,952 | 信号: 做多
[03-03 15:34] BTCUSDT: 价格$67,911 | MA20=66,687 | MA50=66,271 | 信号: 做多
[03-03 15:34] ETHUSDT: 价格$1,994 | MA20=1,967 | MA50=1,952 | 信号: 做多
[03-03 15:39] BTCUSDT: 价格$67,968 | MA20=66,690 | MA50=66,272 | 信号: 做多
[03-03 15:39] ETHUSDT: 价格$1,996 | MA20=1,968 | MA50=1,952 | 信号: 做多
[03-03 15:44] BTCUSDT: 价格$68,000 | MA20=66,691 | MA50=66,273 | 信号: 做多
[03-03 15:44] ETHUSDT: 价格$1,996 | MA20=1,968 | MA50=1,952 | 信号: 做多
[03-03 15:49] BTCUSDT: 价格$67,802 | MA20=66,682 | MA50=66,269 | 信号: 做多
[03-03 15:49] ETHUSDT: 价格$1,988 | MA20=1,967 | MA50=1,952 | 信号: 做多
[03-03 15:54] BTCUSDT: 价格$68,000 | MA20=66,691 | MA50=66,273 | 信号: 做多
[03-03 15:54] ETHUSDT: 价格$1,994 | MA20=1,967 | MA50=1,952 | 信号: 做多
[03-03 15:59] BTCUSDT: 价格$68,115 | MA20=66,697 | MA50=66,275 | 信号: 做多
[03-03 15:59] ETHUSDT: 价格$2,000 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 16:04] BTCUSDT: 价格$67,977 | MA20=66,690 | MA50=66,272 | 信号: 做多
[03-03 16:04] ETHUSDT: 价格$1,995 | MA20=1,968 | MA50=1,952 | 信号: 做多
[03-03 16:09] BTCUSDT: 价格$68,050 | MA20=66,694 | MA50=66,274 | 信号: 做多
[03-03 16:09] ETHUSDT: 价格$1,996 | MA20=1,968 | MA50=1,952 | 信号: 做多
[03-03 16:14] BTCUSDT: 价格$68,155 | MA20=66,699 | MA50=66,276 | 信号: 做多
[03-03 16:14] ETHUSDT: 价格$2,000 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 16:19] BTCUSDT: 价格$68,163 | MA20=66,700 | MA50=66,276 | 信号: 做多
[03-03 16:19] ETHUSDT: 价格$2,000 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 16:24] BTCUSDT: 价格$68,227 | MA20=66,703 | MA50=66,277 | 信号: 做多
[03-03 16:24] ETHUSDT: 价格$2,000 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 16:29] BTCUSDT: 价格$68,207 | MA20=66,702 | MA50=66,277 | 信号: 做多
[03-03 16:29] ETHUSDT: 价格$2,000 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 16:34] BTCUSDT: 价格$68,122 | MA20=66,698 | MA50=66,275 | 信号: 做多
[03-03 16:34] ETHUSDT: 价格$1,997 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 16:39] BTCUSDT: 价格$68,076 | MA20=66,695 | MA50=66,274 | 信号: 做多
[03-03 16:39] ETHUSDT: 价格$1,996 | MA20=1,968 | MA50=1,952 | 信号: 做多
[03-03 16:44] BTCUSDT: 价格$68,219 | MA20=66,702 | MA50=66,277 | 信号: 做多
[03-03 16:44] ETHUSDT: 价格$1,998 | MA20=1,968 | MA50=1,953 | 信号: 做多
[03-03 16:49] BTCUSDT: 价格$68,158 | MA20=66,699 | MA50=66,276 | 信号: 做多
[03-03 16:49] ETHUSDT: 价格$1,995 | MA20=1,967 | MA50=1,952 | 信号: 做多
[03-03 16:54] BTCUSDT: 价格$68,219 | MA20=66,702 | MA50=66,277 | 信号: 做多
[03-03 16:54] ETHUSDT: 价格$1,996 | MA20=1,968 | MA50=1,952 | 信号: 做多
[03-03 16:59] BTCUSDT: 价格$68,175 | MA20=66,700 | MA50=66,276 | 信号: 做多
[03-03 16:59] ETHUSDT: 价格$1,996 | MA20=1,968 | MA50=1,952 | 信号: 做多
[03-03 17:04] BTCUSDT: 价格$68,136 | MA20=66,817 | MA50=66,340 | 信号: 做多
[03-03 17:04] ETHUSDT: 价格$1,993 | MA20=1,971 | MA50=1,955 | 信号: 做多
[03-03 17:09] BTCUSDT: 价格$68,151 | MA20=66,818 | MA50=66,341 | 信号: 做多
[03-03 17:09] ETHUSDT: 价格$1,995 | MA20=1,971 | MA50=1,955 | 信号: 做多
[03-03 17:14] BTCUSDT: 价格$68,004 | MA20=66,810 | MA50=66,338 | 信号: 做多
[03-03 17:14] ETHUSDT: 价格$1,986 | MA20=1,971 | MA50=1,955 | 信号: 做多
[03-03 17:19] BTCUSDT: 价格$67,987 | MA20=66,810 | MA50=66,337 | 信号: 做多
[03-03 17:19] ETHUSDT: 价格$1,988 | MA20=1,971 | MA50=1,955 | 信号: 做多
[03-03 17:24] BTCUSDT: 价格$67,942 | MA20=66,807 | MA50=66,336 | 信号: 做多
[03-03 17:24] ETHUSDT: 价格$1,988 | MA20=1,971 | MA50=1,955 | 信号: 做多
[03-03 17:29] BTCUSDT: 价格$67,771 | MA20=66,799 | MA50=66,333 | 信号: 做多
[03-03 17:29] ETHUSDT: 价格$1,984 | MA20=1,971 | MA50=1,955 | 信号: 做多
[03-03 17:34] BTCUSDT: 价格$67,616 | MA20=66,791 | MA50=66,330 | 信号: 做多
[03-03 17:34] ETHUSDT: 价格$1,977 | MA20=1,970 | MA50=1,955 | 信号: 做多
[03-03 17:39] BTCUSDT: 价格$67,508 | MA20=66,786 | MA50=66,328 | 信号: 做多
[03-03 17:39] ETHUSDT: 价格$1,975 | MA20=1,970 | MA50=1,955 | 信号: 做多
[03-03 17:44] BTCUSDT: 价格$67,357 | MA20=66,778 | MA50=66,325 | 信号: 做多
[03-03 17:44] ETHUSDT: 价格$1,962 | MA20=1,969 | MA50=1,954 | 信号: None
[03-03 17:49] BTCUSDT: 价格$67,174 | MA20=66,769 | MA50=66,321 | 信号: None
[03-03 17:49] ETHUSDT: 价格$1,954 | MA20=1,969 | MA50=1,954 | 信号: None
[03-03 17:54] BTCUSDT: 价格$67,107 | MA20=66,766 | MA50=66,320 | 信号: None
[03-03 17:54] ETHUSDT: 价格$1,955 | MA20=1,969 | MA50=1,954 | 信号: None
[03-03 17:59] BTCUSDT: 价格$67,006 | MA20=66,760 | MA50=66,318 | 信号: None
[03-03 17:59] ETHUSDT: 价格$1,953 | MA20=1,969 | MA50=1,954 | 信号: None
[03-03 18:04] BTCUSDT: 价格$67,001 | MA20=66,760 | MA50=66,318 | 信号: None
[03-03 18:04] ETHUSDT: 价格$1,958 | MA20=1,969 | MA50=1,954 | 信号: None
[03-03 18:09] BTCUSDT: 价格$67,172 | MA20=66,769 | MA50=66,321 | 信号: None
[03-03 18:09] ETHUSDT: 价格$1,967 | MA20=1,970 | MA50=1,955 | 信号: None
[03-03 18:14] BTCUSDT: 价格$67,091 | MA20=66,765 | MA50=66,319 | 信号: None
[03-03 18:14] ETHUSDT: 价格$1,966 | MA20=1,970 | MA50=1,955 | 信号: None
[03-03 18:19] BTCUSDT: 价格$67,110 | MA20=66,766 | MA50=66,320 | 信号: None
[03-03 18:19] ETHUSDT: 价格$1,965 | MA20=1,970 | MA50=1,955 | 信号: None
[03-03 18:24] BTCUSDT: 价格$66,989 | MA20=66,760 | MA50=66,317 | 信号: None
